QuestionID,ParticipantID,Answer,Time,QuestionNo,QuestionID,CorrectAnswer,Hypothesis,ParticipantID,Age,Gender,Profession,Education
H3D0B,108,106,11.089,7,H3D0B,0.75,3,108,39,Male,Full-Time Employment,Postgraduate
H3D2B,108,115,9.403,8,H3D2B,1.5,3,108,39,Male,Full-Time Employment,Postgraduate
H3D1T2,108,120,7.379,9,H3D1T2,3,3,108,39,Male,Full-Time Employment,Postgraduate
H3D2T2,108,115,8.471,10,H3D2T2,0.5,3,108,39,Male,Full-Time Employment,Postgraduate
H3D8T2,108,119,8.276,11,H3D8T2,1.5,3,108,39,Male,Full-Time Employment,Postgraduate
H3D4B,108,108,8.182,12,H3D4B,3,3,108,39,Male,Full-Time Employment,Postgraduate
H3D4T2,110,1.33,225.169,1,H3D4T2,0.75,3,110,33,Female,Full-Time Employment,Undergraduate
H3D1T2,111,3,30.689,1,H3D1T2,3,3,111,36,Male,Full-Time Employment,Undergraduate
H3D16B,111,0.45,93.654,2,H3D16B,0.75,3,111,36,Male,Full-Time Employment,Undergraduate
H3D0T2,111,0.65,63.805,3,H3D0T2,1.5,3,111,36,Male,Full-Time Employment,Undergraduate
H3D2B,111,0.65,37.49,4,H3D2B,1.5,3,111,36,Male,Full-Time Employment,Undergraduate
H3D4T2,111,1.3,26.366,5,H3D4T2,0.75,3,111,36,Male,Full-Time Employment,Undergraduate
H3D16T2,111,0.99,22.241,6,H3D16T2,3,3,111,36,Male,Full-Time Employment,Undergraduate
H3D4B,111,0.43,42.92,7,H3D4B,3,3,111,36,Male,Full-Time Employment,Undergraduate
H3D1B,111,1.3,39.28,8,H3D1B,0.75,3,111,36,Male,Full-Time Employment,Undergraduate
H3D0B,111,1.4,28.788,9,H3D0B,0.75,3,111,36,Male,Full-Time Employment,Undergraduate
H3D2T2,111,2,38.252,10,H3D2T2,0.5,3,111,36,Male,Full-Time Employment,Undergraduate
H3D8T2,111,0.65,35.68,11,H3D8T2,1.5,3,111,36,Male,Full-Time Employment,Undergraduate
H3D8B,111,2,108.935,12,H3D8B,0.5,3,111,36,Male,Full-Time Employment,Undergraduate
H3D1T4,113,1.5,45.518,1,H3D1T4,1.5,3,113,37,Female,Unemployed,Undergraduate
H3D4B,114,3,102.703,1,H3D4B,3,3,114,40,Male,Full-Time Employment,Postgraduate
H3D4T2,114,1.5,65.341,2,H3D4T2,0.75,3,114,40,Male,Full-Time Employment,Postgraduate
H3D0B,114,1.6,85.173,3,H3D0B,0.75,3,114,40,Male,Full-Time Employment,Postgraduate
H3D0T2,114,0.25,87.311,4,H3D0T2,1.5,3,114,40,Male,Full-Time Employment,Postgraduate
H3D8T2,115,02-Mar,81.101,1,H3D8T2,1.5,3,115,54,Male,Full-Time Employment,Undergraduate
H3D0B,115,1.75,123.756,2,H3D0B,0.75,3,115,54,Male,Full-Time Employment,Undergraduate
H3D4B,115,0.45,54.984,3,H3D4B,3,3,115,54,Male,Full-Time Employment,Undergraduate
H3D4T2,115,1.33,44.557,4,H3D4T2,0.75,3,115,54,Male,Full-Time Employment,Undergraduate
H3D8B,115,2,87.88,5,H3D8B,0.5,3,115,54,Male,Full-Time Employment,Undergraduate
H3D16B,115,1.66,82.284,6,H3D16B,0.75,3,115,54,Male,Full-Time Employment,Undergraduate
H3D1B,115,1.3,51.085,7,H3D1B,0.75,3,115,54,Male,Full-Time Employment,Undergraduate
H3D2B,115,0.73,57.123,8,H3D2B,1.5,3,115,54,Male,Full-Time Employment,Undergraduate
H3D16T2,115,0.98,35.503,9,H3D16T2,3,3,115,54,Male,Full-Time Employment,Undergraduate
H3D2T2,115,2,15.187,10,H3D2T2,0.5,3,115,54,Male,Full-Time Employment,Undergraduate
H3D1T2,115,3,19.59,11,H3D1T2,3,3,115,54,Male,Full-Time Employment,Undergraduate
H3D0T2,115,02-Mar,25.129,12,H3D0T2,1.5,3,115,54,Male,Full-Time Employment,Undergraduate
H3D1T4,116,0.7,34.641,1,H3D1T4,1.5,3,116,47,Female,Full-Time Employment,Postgraduate
H3D1B3,116,2,24.595,2,H3D1B3,0.5,3,116,47,Female,Full-Time Employment,Postgraduate
H3D16B3,116,0.8,22.307,3,H3D16B3,0.5,3,116,47,Female,Full-Time Employment,Postgraduate
H3D8B3,116,1.5,18.475,4,H3D8B3,0.75,3,116,47,Female,Full-Time Employment,Postgraduate
H3D4T3,116,2,17.917,5,H3D4T3,0.5,3,116,47,Female,Full-Time Employment,Postgraduate
H3D8T4,116,0.2,14.859,6,H3D8T4,3,3,116,47,Female,Full-Time Employment,Postgraduate
H3D4B4,116,0.8,12.406,7,H3D4B4,1.5,3,116,47,Female,Full-Time Employment,Postgraduate
H3D0T4,116,0.5,12.711,8,H3D0T4,3,3,116,47,Female,Full-Time Employment,Postgraduate
H3D2T4,116,1.2,18.255,9,H3D2T4,0.75,3,116,47,Female,Full-Time Employment,Postgraduate
H3D2B3,116,3,16.958,10,H3D2B3,3,3,116,47,Female,Full-Time Employment,Postgraduate
H3D16T4,116,1.2,12.039,11,H3D16T4,1.5,3,116,47,Female,Full-Time Employment,Postgraduate
H3D0B3,116,2,8.747,12,H3D0B3,0.5,3,116,47,Female,Full-Time Employment,Postgraduate
H3D4T2,120,26,84.022,1,H3D4T2,0.75,3,120,55,Female,Full-Time Employment,Postgraduate
H3D1T3,122,maria,34.049,1,H3D1T3,0.5,3,122,25,Male,Full-Time Student,Undergraduate
H3D1B4,124,-1.5,61.854,1,H3D1B4,1.5,3,124,66,Female,Part-Time Employment,Undergraduate
H3D2B4,124,0.75,40.8,2,H3D2B4,0.75,3,124,66,Female,Part-Time Employment,Undergraduate
H1C4R5DB,125,440,54.783,1,H1C4R5DB,93,1,125,40,Male,Full-Time Employment,Undergraduate
H3D4T4,124,-1.5,42.99,3,H3D4T4,1.5,3,124,66,Female,Part-Time Employment,Undergraduate
H1C2R20ST,125,Maria,17.95,2,H1C2R20ST,Maria,1,125,40,Male,Full-Time Employment,Undergraduate
H1C1R5DB,125,49,26.231,3,H1C1R5DB,46,1,125,40,Male,Full-Time Employment,Undergraduate
H3D16B4,124,1.2,34.056,4,H3D16B4,1.5,3,124,66,Female,Part-Time Employment,Undergraduate
H3D0T3,124,2,23.127,5,H3D0T3,0.5,3,124,66,Female,Part-Time Employment,Undergraduate
H1C2R5SB,125,Kenan,45.729,4,H1C2R5SB,Kenan,1,125,40,Male,Full-Time Employment,Undergraduate
H3D1T3,124,2,18.709,6,H3D1T3,0.5,3,124,66,Female,Part-Time Employment,Undergraduate
H1C1R10ST,125,Nancy,10.382,5,H1C1R10ST,Nancy,1,125,40,Male,Full-Time Employment,Undergraduate
H3D0B4,124,-3.3,21.746,7,H3D0B4,3,3,124,66,Female,Part-Time Employment,Undergraduate
H1C4R10ST,125,Nillie,15.845,6,H1C4R10ST,Nillie,1,125,40,Male,Full-Time Employment,Undergraduate
H3D4B3,124,2,23.085,8,H3D4B3,0.5,3,124,66,Female,Part-Time Employment,Undergraduate
H1C2R15DB,125,65,36.123,7,H1C2R15DB,69,1,125,40,Male,Full-Time Employment,Undergraduate
H3D2T3,124,3.9,27.335,9,H3D2T3,3,3,124,66,Female,Part-Time Employment,Undergraduate
H1C2R10DT,125,79,11.506,8,H1C2R10DT,79,1,125,40,Male,Full-Time Employment,Undergraduate
H1C4R20DT,125,74,12.071,9,H1C4R20DT,74,1,125,40,Male,Full-Time Employment,Undergraduate
H1C4R15SB,125,Angus,38.378,10,H1C4R15SB,Angus,1,125,40,Male,Full-Time Employment,Undergraduate
H3D8T3,124,1.7,58.259,10,H3D8T3,0.75,3,124,66,Female,Part-Time Employment,Undergraduate
H1C1R15SB,125,Paigo,23.029,11,H1C1R15SB,Paige,1,125,40,Male,Full-Time Employment,Undergraduate
H3D16T3,124,1.1,20.324,11,H3D16T3,0.5,3,124,66,Female,Part-Time Employment,Undergraduate
H1C1R20DT,125,108,8.18,12,H1C1R20DT,108,1,125,40,Male,Full-Time Employment,Undergraduate
H3D8B4,124,-2.4,33.448,12,H3D8B4,3,3,124,66,Female,Part-Time Employment,Undergraduate
H1C1R15ST,126,Paige,17.082,1,H1C1R15ST,Paige,1,126,71,Male,Other,High School
H1C1R20DB,126,108,58.478,2,H1C1R20DB,108,1,126,71,Male,Other,High School
H1C2R15DT,126,$69,31.05,3,H1C2R15DT,69,1,126,71,Male,Other,High School
H1C4R15ST,126,Angus,34.817,4,H1C4R15ST,Angus,1,126,71,Male,Other,High School
H1C1R5DT,126,$46,18.288,5,H1C1R5DT,46,1,126,71,Male,Other,High School
H1C4R5DT,126,$93,20.626,6,H1C4R5DT,93,1,126,71,Male,Other,High School
H1C4R10SB,126,Cristiano,42.558,7,H1C4R10SB,Nillie,1,126,71,Male,Other,High School
H1C2R20SB,126,James,30.705,8,H1C2R20SB,Maria,1,126,71,Male,Other,High School
H1C1R10SB,126,Nancy,32.125,9,H1C1R10SB,Nancy,1,126,71,Male,Other,High School
H1C2R5ST,126,Kenan,14.934,10,H1C2R5ST,Kenan,1,126,71,Male,Other,High School
H1C2R10DB,126,$79,30.187,11,H1C2R10DB,$79,1,126,71,Male,Other,High School
H1C1R5DT,127,$46,37.863,1,H1C1R5DT,46,1,127,23,Male,Part-Time Student,Postgraduate
H1C4R10SB,127,NILLIE,107.091,2,H1C4R10SB,Nillie,1,127,23,Male,Part-Time Student,Postgraduate
H1C4R15ST,127,ANGUS,31.826,3,H1C4R15ST,Angus,1,127,23,Male,Part-Time Student,Postgraduate
H1C2R15DT,127,$69,23.367,4,H1C2R15DT,69,1,127,23,Male,Part-Time Student,Postgraduate
H1C2R20SB,127,MARIA,23.856,5,H1C2R20SB,Maria,1,127,23,Male,Part-Time Student,Postgraduate
H1C2R10DB,127,$80,40.991,6,H1C2R10DB,$79,1,127,23,Male,Part-Time Student,Postgraduate
H1C4R5DT,127,$93,19.232,7,H1C4R5DT,93,1,127,23,Male,Part-Time Student,Postgraduate
H1C1R10SB,127,NANCY,20.863,8,H1C1R10SB,Nancy,1,127,23,Male,Part-Time Student,Postgraduate
H1C2R5ST,127,KENAN,22.793,9,H1C2R5ST,Kenan,1,127,23,Male,Part-Time Student,Postgraduate
H1C4R20DB,127,$55,33.397,10,H1C4R20DB,74,1,127,23,Male,Part-Time Student,Postgraduate
H1C1R15ST,127,PAIGE,17.742,11,H1C1R15ST,Paige,1,127,23,Male,Part-Time Student,Postgraduate
H1C1R20DB,127,$109,55.831,12,H1C1R20DB,108,1,127,23,Male,Part-Time Student,Postgraduate
H1C2R5SB,128,kenan,17.747,1,H1C2R5SB,Kenan,1,128,29,Male,Part-Time Student,Postgraduate
H1C1R5DB,128,$55,15.556,2,H1C1R5DB,46,1,128,29,Male,Part-Time Student,Postgraduate
H1C2R10DT,128,$79,16.33,3,H1C2R10DT,79,1,128,29,Male,Part-Time Student,Postgraduate
H1C1R10ST,128,NANCY,9.007,4,H1C1R10ST,Nancy,1,128,29,Male,Part-Time Student,Postgraduate
H1C2R20ST,128,MARIA,15.654,5,H1C2R20ST,Maria,1,128,29,Male,Part-Time Student,Postgraduate
H1C4R5DB,128,$99,17.701,6,H1C4R5DB,93,1,128,29,Male,Part-Time Student,Postgraduate
H1C1R20DT,128,$108,14.046,7,H1C1R20DT,108,1,128,29,Male,Part-Time Student,Postgraduate
H1C2R15DB,128,$59,18.693,8,H1C2R15DB,69,1,128,29,Male,Part-Time Student,Postgraduate
H1C4R20DT,128,$74,22.823,9,H1C4R20DT,74,1,128,29,Male,Part-Time Student,Postgraduate
H1C1R15SB,128,PAIGE,16.599,10,H1C1R15SB,Paige,1,128,29,Male,Part-Time Student,Postgraduate
H1C4R10ST,128,NILLIE,9.469,11,H1C4R10ST,Nillie,1,128,29,Male,Part-Time Student,Postgraduate
H1C4R15SB,128,AIDEN,20.399,12,H1C4R15SB,Angus,1,128,29,Male,Part-Time Student,Postgraduate
H1C1R10ST,129,Nancy,12.248,1,H1C1R10ST,Nancy,1,129,56,Female,Full-Time Employment,Undergraduate
H1C4R15SB,129,Aiden,31.773,2,H1C4R15SB,Angus,1,129,56,Female,Full-Time Employment,Undergraduate
H1C2R20ST,129,Maria,9.646,3,H1C2R20ST,Maria,1,129,56,Female,Full-Time Employment,Undergraduate
H1C4R20DT,129,$74,12.936,4,H1C4R20DT,74,1,129,56,Female,Full-Time Employment,Undergraduate
H1C1R15SB,129,Paige,11.972,5,H1C1R15SB,Paige,1,129,56,Female,Full-Time Employment,Undergraduate
H1C1R5DB,129,47,24.787,6,H1C1R5DB,46,1,129,56,Female,Full-Time Employment,Undergraduate
H1C1R20DT,129,$108,10.377,7,H1C1R20DT,108,1,129,56,Female,Full-Time Employment,Undergraduate
H1C2R10DT,129,$79,9.513,8,H1C2R10DT,79,1,129,56,Female,Full-Time Employment,Undergraduate
H1C2R5SB,129,Kenan,13.777,9,H1C2R5SB,Kenan,1,129,56,Female,Full-Time Employment,Undergraduate
H1C2R15DB,129,68,17.171,10,H1C2R15DB,69,1,129,56,Female,Full-Time Employment,Undergraduate
H1C4R5DB,129,90,15.314,11,H1C4R5DB,93,1,129,56,Female,Full-Time Employment,Undergraduate
H1C4R10ST,129,Nillie,8.33,12,H1C4R10ST,Nillie,1,129,56,Female,Full-Time Employment,Undergraduate
H3D8T4,130,3,44.129,1,H3D8T4,3,3,130,55,Female,Part-Time Employment,Undergraduate
H3D1B3,130,0.5,13.017,2,H3D1B3,0.5,3,130,55,Female,Part-Time Employment,Undergraduate
H3D8B3,130,0.75,20.913,3,H3D8B3,0.75,3,130,55,Female,Part-Time Employment,Undergraduate
H3D16T4,130,1.5,21.829,4,H3D16T4,1.5,3,130,55,Female,Part-Time Employment,Undergraduate
H3D1T4,130,1.5,15.32,5,H3D1T4,1.5,3,130,55,Female,Part-Time Employment,Undergraduate
H3D0B3,130,0.5,10.202,6,H3D0B3,0.5,3,130,55,Female,Part-Time Employment,Undergraduate
H3D2T4,130,0.75,15.595,7,H3D2T4,0.75,3,130,55,Female,Part-Time Employment,Undergraduate
H3D4B4,130,1.35,29.261,8,H3D4B4,1.5,3,130,55,Female,Part-Time Employment,Undergraduate
H3D4T3,130,0.5,10.651,9,H3D4T3,0.5,3,130,55,Female,Part-Time Employment,Undergraduate
H3D0T4,130,3,10.857,10,H3D0T4,3,3,130,55,Female,Part-Time Employment,Undergraduate
H3D16B3,130,0.5,15.592,11,H3D16B3,0.5,3,130,55,Female,Part-Time Employment,Undergraduate
H3D2B3,130,3,20.662,12,H3D2B3,3,3,130,55,Female,Part-Time Employment,Undergraduate
H3D16T2,132,03:01,133.503,1,H3D16T2,3,3,132,37,Male,Part-Time Employment,Postgraduate
H3D2T2,132,01:02,31.202,2,H3D2T2,0.5,3,132,37,Male,Part-Time Employment,Postgraduate
H3D2B,131,1.5,275.097,1,H3D2B,1.5,3,131,41,Male,Full-Time Employment,Undergraduate
H3D4T2,132,03:04,25.822,3,H3D4T2,0.75,3,132,37,Male,Part-Time Employment,Postgraduate
H3D0T,135,03-Apr,17.528,1,H3D0T,0.75,3,135,55,Male,Full-Time Employment,Undergraduate
H3D8B2,135,02-Mar,23.945,2,H3D8B2,1.5,3,135,55,Male,Full-Time Employment,Undergraduate
H3D4B,131,3,108.917,2,H3D4B,3,3,131,41,Male,Full-Time Employment,Undergraduate
H3D4B,132,29:13:00,89.745,4,H3D4B,3,3,132,37,Male,Part-Time Employment,Postgraduate
H3D1T2,131,3,29.769,3,H3D1T2,3,3,131,41,Male,Full-Time Employment,Undergraduate
H3D8T2,131,1.5,57.236,4,H3D8T2,1.5,3,131,41,Male,Full-Time Employment,Undergraduate
H3D16T2,136,Tim,51.159,1,H3D16T2,3,3,136,34,Male,Full-Time Student,Postgraduate
H3D0T2,131,1.5,42.008,5,H3D0T2,1.5,3,131,41,Male,Full-Time Employment,Undergraduate
H3D4T2,136,Tim,42.499,2,H3D4T2,0.75,3,136,34,Male,Full-Time Student,Postgraduate
H3D1B,136,Tim,6.166,3,H3D1B,0.75,3,136,34,Male,Full-Time Student,Postgraduate
H3D16B,131,1.1,27.7,6,H3D16B,0.75,3,131,41,Male,Full-Time Employment,Undergraduate
H3D0B,136,Tim,13.862,4,H3D0B,0.75,3,136,34,Male,Full-Time Student,Postgraduate
H3D8T2,136,Tim,3.874,5,H3D8T2,1.5,3,136,34,Male,Full-Time Student,Postgraduate
H3D4B,136,Tim,4.244,6,H3D4B,3,3,136,34,Male,Full-Time Student,Postgraduate
H3D16B,136,Tim,4.139,7,H3D16B,0.75,3,136,34,Male,Full-Time Student,Postgraduate
H3D1T2,136,Tim,3.46,8,H3D1T2,3,3,136,34,Male,Full-Time Student,Postgraduate
H3D0T2,136,Tim,3.548,9,H3D0T2,1.5,3,136,34,Male,Full-Time Student,Postgraduate
H3D2T2,136,Tim,3.75,10,H3D2T2,0.5,3,136,34,Male,Full-Time Student,Postgraduate
H3D8B,136,Tim,4.156,11,H3D8B,0.5,3,136,34,Male,Full-Time Student,Postgraduate
H3D2B,136,Tim,5.008,12,H3D2B,1.5,3,136,34,Male,Full-Time Student,Postgraduate
H3D0B,131,0.8,99.702,7,H3D0B,0.75,3,131,41,Male,Full-Time Employment,Undergraduate
H3D0T4,137,03-Jan,15.292,1,H3D0T4,3,3,137,58,Male,Full-Time Employment,Undergraduate
H3D4T3,137,01-Feb,16.366,2,H3D4T3,0.5,3,137,58,Male,Full-Time Employment,Undergraduate
H3D4B4,137,16-Nov,35.822,3,H3D4B4,1.5,3,137,58,Male,Full-Time Employment,Undergraduate
H3D8T4,137,03-Jan,14.371,4,H3D8T4,3,3,137,58,Male,Full-Time Employment,Undergraduate
H3D4T2,131,0.75,211.751,8,H3D4T2,0.75,3,131,41,Male,Full-Time Employment,Undergraduate
H3D2T4,137,03-Apr,23.549,5,H3D2T4,0.75,3,137,58,Male,Full-Time Employment,Undergraduate
H3D1B,131,0.75,30.158,9,H3D1B,0.75,3,131,41,Male,Full-Time Employment,Undergraduate
H3D1B3,137,01-Feb,38.072,6,H3D1B3,0.5,3,137,58,Male,Full-Time Employment,Undergraduate
H3D16B3,137,01-Feb,16.964,7,H3D16B3,0.5,3,137,58,Male,Full-Time Employment,Undergraduate
H3D8B,131,0.5,37.707,10,H3D8B,0.5,3,131,41,Male,Full-Time Employment,Undergraduate
H3D0B3,137,01-Feb,20.205,8,H3D0B3,0.5,3,137,58,Male,Full-Time Employment,Undergraduate
H3D2T2,131,0.5,13.125,11,H3D2T2,0.5,3,131,41,Male,Full-Time Employment,Undergraduate
H3D2B3,137,110/45,21.589,9,H3D2B3,3,3,137,58,Male,Full-Time Employment,Undergraduate
H3D16T2,131,0.33,26.043,12,H3D16T2,3,3,131,41,Male,Full-Time Employment,Undergraduate
H3D8B3,137,Nov-15,33.38,10,H3D8B3,0.75,3,137,58,Male,Full-Time Employment,Undergraduate
H3D1T4,137,03-Feb,12.23,11,H3D1T4,1.5,3,137,58,Male,Full-Time Employment,Undergraduate
H3D16T4,137,03-Feb,11.646,12,H3D16T4,1.5,3,137,58,Male,Full-Time Employment,Undergraduate
H3D16T4,138,03:02,25.017,1,H3D16T4,1.5,3,138,63,Male,Unemployed,Undergraduate
H3D8B3,138,03:04,35.626,2,H3D8B3,0.75,3,138,63,Male,Unemployed,Undergraduate
H3D1B3,138,01:02,31.894,3,H3D1B3,0.5,3,138,63,Male,Unemployed,Undergraduate
H3D0T4,138,03:01,13.938,4,H3D0T4,3,3,138,63,Male,Unemployed,Undergraduate
H3D1T4,138,03:02,13.589,5,H3D1T4,1.5,3,138,63,Male,Unemployed,Undergraduate
H3D4B4,138,04:03,18.004,6,H3D4B4,1.5,3,138,63,Male,Unemployed,Undergraduate
H3D4T3,138,01:02,11.431,7,H3D4T3,0.5,3,138,63,Male,Unemployed,Undergraduate
H3D2T4,138,03:04,13.914,8,H3D2T4,0.75,3,138,63,Male,Unemployed,Undergraduate
H3D8T4,138,04:01,13.504,9,H3D8T4,3,3,138,63,Male,Unemployed,Undergraduate
H3D16B3,138,01:02,21.822,10,H3D16B3,0.5,3,138,63,Male,Unemployed,Undergraduate
H3D2B3,138,03:01,17.682,11,H3D2B3,3,3,138,63,Male,Unemployed,Undergraduate
H3D0B3,138,01:02,14.738,12,H3D0B3,0.5,3,138,63,Male,Unemployed,Undergraduate
H3D0T,140,15/20,97.939,1,H3D0T,0.75,3,140,28,Female,Unemployed,High School
H3D2B2,140,01-Feb,75.236,2,H3D2B2,0.5,3,140,28,Female,Unemployed,High School
H3D8B,141,0.5,35.473,1,H3D8B,0.5,3,141,70,Female,Other,Postgraduate
H3D16B,141,0.9,32.384,2,H3D16B,0.75,3,141,70,Female,Other,Postgraduate
H3D1B,141,0.8,20.664,3,H3D1B,0.75,3,141,70,Female,Other,Postgraduate
H3D0T2,141,1.2,29.269,4,H3D0T2,1.5,3,141,70,Female,Other,Postgraduate
H3D4B,141,3,18.948,5,H3D4B,3,3,141,70,Female,Other,Postgraduate
H3D1T2,141,3,13.886,6,H3D1T2,3,3,141,70,Female,Other,Postgraduate
H3D4T2,141,0.7,16.534,7,H3D4T2,0.75,3,141,70,Female,Other,Postgraduate
H3D2B,141,1.2,26.155,8,H3D2B,1.5,3,141,70,Female,Other,Postgraduate
H3D8T2,141,1.5,34.346,9,H3D8T2,1.5,3,141,70,Female,Other,Postgraduate
H3D2T2,141,0.5,17.6,10,H3D2T2,0.5,3,141,70,Female,Other,Postgraduate
H3D0B,141,0.75,20.29,11,H3D0B,0.75,3,141,70,Female,Other,Postgraduate
H3D16T2,141,3,26.397,12,H3D16T2,3,3,141,70,Female,Other,Postgraduate
H3D0T3,142,2.2,51.168,1,H3D0T3,0.5,3,142,33,Male,Full-Time Employment,Undergraduate
H3D0B4,143,01:03,45.415,1,H3D0B4,3,3,143,33,Male,Full-Time Employment,Postgraduate
H3D2T2,144,0.5,19.743,1,H3D2T2,0.5,3,144,55,Female,Unemployed,Undergraduate
H3D0T2,144,1.5,19.904,2,H3D0T2,1.5,3,144,55,Female,Unemployed,Undergraduate
H3D4T2,144,0.5,10.494,3,H3D4T2,0.75,3,144,55,Female,Unemployed,Undergraduate
H3D16B,144,0.75,26.598,4,H3D16B,0.75,3,144,55,Female,Unemployed,Undergraduate
H3D8B,144,0.5,17.467,5,H3D8B,0.5,3,144,55,Female,Unemployed,Undergraduate
H3D8T2,144,2,10.306,6,H3D8T2,1.5,3,144,55,Female,Unemployed,Undergraduate
H3D1B,144,0.75,15.991,7,H3D1B,0.75,3,144,55,Female,Unemployed,Undergraduate
H3D4B,144,3,14.686,8,H3D4B,3,3,144,55,Female,Unemployed,Undergraduate
H3D0B,144,0.75,9.969,9,H3D0B,0.75,3,144,55,Female,Unemployed,Undergraduate
H3D16T2,144,3,10.429,10,H3D16T2,3,3,144,55,Female,Unemployed,Undergraduate
H3D1T2,144,3,13.791,11,H3D1T2,3,3,144,55,Female,Unemployed,Undergraduate
H3D2B,144,1.5,13.875,12,H3D2B,1.5,3,144,55,Female,Unemployed,Undergraduate
H3D0T,145,0.75,71.066,1,H3D0T,0.75,3,145,46,Female,Full-Time Employment,Undergraduate
H3D2T,145,1.5,28.048,2,H3D2T,1.5,3,145,46,Female,Full-Time Employment,Undergraduate
H3D8B2,145,1.5,26.807,3,H3D8B2,1.5,3,145,46,Female,Full-Time Employment,Undergraduate
H3D16B2,145,3.375,46.901,4,H3D16B2,3,3,145,46,Female,Full-Time Employment,Undergraduate
H3D0B2,145,1.5,28.587,5,H3D0B2,1.5,3,145,46,Female,Full-Time Employment,Undergraduate
H3D2B2,145,0.5625,21.673,6,H3D2B2,0.5,3,145,46,Female,Full-Time Employment,Undergraduate
H3D16T,145,0.75,27.465,7,H3D16T,0.75,3,145,46,Female,Full-Time Employment,Undergraduate
H3D4B2,145,0.73,71.837,8,H3D4B2,0.75,3,145,46,Female,Full-Time Employment,Undergraduate
H3D8T,145,0.5,16,9,H3D8T,0.5,3,145,46,Female,Full-Time Employment,Undergraduate
H3D1T,145,0.75,14.482,10,H3D1T,0.75,3,145,46,Female,Full-Time Employment,Undergraduate
H3D4T,145,3,15.096,11,H3D4T,3,3,145,46,Female,Full-Time Employment,Undergraduate
H3D1B2,145,3,26.47,12,H3D1B2,3,3,145,46,Female,Full-Time Employment,Undergraduate
H3D8T2,146,03:02,16.224,1,H3D8T2,1.5,3,146,48,Male,Full-Time Employment,Undergraduate
H3D0T2,146,03:02,17.5,2,H3D0T2,1.5,3,146,48,Male,Full-Time Employment,Undergraduate
H3D16B,146,03:04,68.049,3,H3D16B,0.75,3,146,48,Male,Full-Time Employment,Undergraduate
H3D4T2,146,03:04,12.674,4,H3D4T2,0.75,3,146,48,Male,Full-Time Employment,Undergraduate
H3D2B,146,03:02,25.276,5,H3D2B,1.5,3,146,48,Male,Full-Time Employment,Undergraduate
H3D8B,146,01:02,43.409,6,H3D8B,0.5,3,146,48,Male,Full-Time Employment,Undergraduate
H3D0B2,147,1.3,16.748,1,H3D0B2,1.5,3,147,59,Male,Unemployed,Undergraduate
H3D8T,147,0.5,10.349,2,H3D8T,0.5,3,147,59,Male,Unemployed,Undergraduate
H3D8B2,147,1.3,14.099,3,H3D8B2,1.5,3,147,59,Male,Unemployed,Undergraduate
H3D4T,147,3,9.647,4,H3D4T,3,3,147,59,Male,Unemployed,Undergraduate
H3D4B2,147,0.7,18.207,5,H3D4B2,0.75,3,147,59,Male,Unemployed,Undergraduate
H3D2B2,147,0.5,11.889,6,H3D2B2,0.5,3,147,59,Male,Unemployed,Undergraduate
H3D1T,147,0.8,10.362,7,H3D1T,0.75,3,147,59,Male,Unemployed,Undergraduate
H3D2T,147,1.8,10.67,8,H3D2T,1.5,3,147,59,Male,Unemployed,Undergraduate
H3D1B2,147,3,8.593,9,H3D1B2,3,3,147,59,Male,Unemployed,Undergraduate
H3D16B2,147,2.7,17.453,10,H3D16B2,3,3,147,59,Male,Unemployed,Undergraduate
H3D16T,147,0.67,22.53,11,H3D16T,0.75,3,147,59,Male,Unemployed,Undergraduate
H3D0T,147,0.75,10.746,12,H3D0T,0.75,3,147,59,Male,Unemployed,Undergraduate
H3D0B3,148,01:02,53.912,1,H3D0B3,0.5,3,148,35,Male,Full-Time Employment,High School
H3D1T4,148,06:04,115.835,2,H3D1T4,1.5,3,148,35,Male,Full-Time Employment,High School
H3D16B4,149,03:02,25.04,1,H3D16B4,1.5,3,149,32,Male,Full-Time Employment,Undergraduate
H3D16T3,149,01:02,16.192,2,H3D16T3,0.5,3,149,32,Male,Full-Time Employment,Undergraduate
H3D8T3,149,03:04,21.456,3,H3D8T3,0.75,3,149,32,Male,Full-Time Employment,Undergraduate
H3D0T3,149,01:02,7.582,4,H3D0T3,0.5,3,149,32,Male,Full-Time Employment,Undergraduate
H3D2B4,149,04:05,24.087,5,H3D2B4,0.75,3,149,32,Male,Full-Time Employment,Undergraduate
H3D4T4,149,81:54:00,24.055,6,H3D4T4,1.5,3,149,32,Male,Full-Time Employment,Undergraduate
H3D1B4,149,03:02,24.089,7,H3D1B4,1.5,3,149,32,Male,Full-Time Employment,Undergraduate
H3D8B4,149,113:38:00,16.164,8,H3D8B4,3,3,149,32,Male,Full-Time Employment,Undergraduate
H3D0B4,149,03:01,25.026,9,H3D0B4,3,3,149,32,Male,Full-Time Employment,Undergraduate
H3D4B3,149,01:02,19.827,10,H3D4B3,0.5,3,149,32,Male,Full-Time Employment,Undergraduate
H3D2T3,149,03:01,14.142,11,H3D2T3,3,3,149,32,Male,Full-Time Employment,Undergraduate
H3D1T3,149,01:02,8.348,12,H3D1T3,0.5,3,149,32,Male,Full-Time Employment,Undergraduate
H3D4T4,151,Angus is 1.5 times more than Freddie,82.377,1,H3D4T4,1.5,3,151,45,Male,Full-Time Employment,Undergraduate
